No,Lat,Long
842,-84.4634,38.0286
843,-84.4634,38.0314
844,-84.4634,38.0341
845,-84.4634,38.0368
846,-84.4634,38.0395
847,-84.4634,38.0422
848,-84.4634,38.045
849,-84.4634,38.0477
850,-84.4634,38.0504
851,-84.4634,38.0531
852,-84.4634,38.0558
853,-84.4634,38.0586
854,-84.4634,38.0613
855,-84.4634,38.064
856,-84.4634,38.0667
857,-84.4634,38.0694
858,-84.4634,38.0722
859,-84.4634,38.0749
860,-84.4634,38.0776
861,-84.4662,37.9688
862,-84.4662,37.9715
863,-84.4662,37.9742
864,-84.4662,37.977
865,-84.4662,37.9797
866,-84.4662,37.9824
867,-84.4662,37.9851
868,-84.4662,37.9878
869,-84.4662,37.9906
870,-84.4662,37.9933
871,-84.4662,37.996
872,-84.4662,37.9987
873,-84.4662,38.0014
874,-84.4662,38.0042
875,-84.4662,38.0069
876,-84.4662,38.0096
877,-84.4662,38.0123
878,-84.4662,38.015
879,-84.4662,38.0178
880,-84.4662,38.0205
881,-84.4662,38.0232
882,-84.4662,38.0259
883,-84.4662,38.0286
884,-84.4662,38.0314
885,-84.4662,38.0341
886,-84.4662,38.0368
887,-84.4662,38.0395
888,-84.4662,38.0422
889,-84.4662,38.045
890,-84.4662,38.0477
891,-84.4662,38.0504
892,-84.4662,38.0531
893,-84.4662,38.0558
894,-84.4662,38.0586
895,-84.4662,38.0613
896,-84.4662,38.064
897,-84.4662,38.0667
898,-84.4662,38.0694
899,-84.4662,38.0722
900,-84.4662,38.0749
901,-84.4662,38.0776
902,-84.4689,37.9688
903,-84.4689,37.9715
904,-84.4689,37.9742
905,-84.4689,37.977
906,-84.4689,37.9797
907,-84.4689,37.9824
908,-84.4689,37.9851
909,-84.4689,37.9878
910,-84.4689,37.9906
911,-84.4689,37.9933
912,-84.4689,37.996
913,-84.4689,37.9987
914,-84.4689,38.0014
915,-84.4689,38.0042
916,-84.4689,38.0069
917,-84.4689,38.0096
918,-84.4689,38.0123
919,-84.4689,38.015
920,-84.4689,38.0178
921,-84.4689,38.0205
922,-84.4689,38.0232
923,-84.4689,38.0259
924,-84.4689,38.0286
925,-84.4689,38.0314
926,-84.4689,38.0341
927,-84.4689,38.0368
928,-84.4689,38.0395
929,-84.4689,38.0422
930,-84.4689,38.045
931,-84.4689,38.0477
932,-84.4689,38.0504
933,-84.4689,38.0531
934,-84.4689,38.0558
935,-84.4689,38.0586
936,-84.4689,38.0613
937,-84.4689,38.064
938,-84.4689,38.0667
939,-84.4689,38.0694
940,-84.4689,38.0722
941,-84.4689,38.0749
942,-84.4689,38.0776
943,-84.4716,37.9688
944,-84.4716,37.9715
945,-84.4716,37.9742
946,-84.4716,37.977
947,-84.4716,37.9797
948,-84.4716,37.9824
949,-84.4716,37.9851
950,-84.4716,37.9878
951,-84.4716,37.9906
952,-84.4716,37.9933
953,-84.4716,37.996
954,-84.4716,37.9987
955,-84.4716,38.0014
956,-84.4716,38.0042
957,-84.4716,38.0069
958,-84.4716,38.0096
959,-84.4716,38.0123
960,-84.4716,38.015
961,-84.4716,38.0178
962,-84.4716,38.0205
963,-84.4716,38.0232
964,-84.4716,38.0259
965,-84.4716,38.0286
966,-84.4716,38.0314
967,-84.4716,38.0341
968,-84.4716,38.0368
969,-84.4716,38.0395
970,-84.4716,38.0422
971,-84.4716,38.045
972,-84.4716,38.0477
973,-84.4716,38.0504
974,-84.4716,38.0531
975,-84.4716,38.0558
976,-84.4716,38.0586
977,-84.4716,38.0613
978,-84.4716,38.064
979,-84.4716,38.0667
980,-84.4716,38.0694
981,-84.4716,38.0722
982,-84.4716,38.0749
983,-84.4716,38.0776
984,-84.4744,37.9688
985,-84.4744,37.9715
986,-84.4744,37.9742
987,-84.4744,37.977
988,-84.4744,37.9797
989,-84.4744,37.9824
990,-84.4744,37.9851
991,-84.4744,37.9878
992,-84.4744,37.9906
993,-84.4744,37.9933
994,-84.4744,37.996
995,-84.4744,37.9987
996,-84.4744,38.0014
997,-84.4744,38.0042
998,-84.4744,38.0069
999,-84.4744,38.0096
1000,-84.4744,38.0123
1001,-84.4744,38.015
1002,-84.4744,38.0178
1003,-84.4744,38.0205
1004,-84.4744,38.0232
1005,-84.4744,38.0259
1006,-84.4744,38.0286
1007,-84.4744,38.0314
1008,-84.4744,38.0341
1009,-84.4744,38.0368
1010,-84.4744,38.0395
1011,-84.4744,38.0422
1012,-84.4744,38.045
1013,-84.4744,38.0477
1014,-84.4744,38.0504
1015,-84.4744,38.0531
1016,-84.4744,38.0558
1017,-84.4744,38.0586
1018,-84.4744,38.0613
1019,-84.4744,38.064
1020,-84.4744,38.0667
1021,-84.4744,38.0694
1022,-84.4744,38.0722
1023,-84.4744,38.0749
1024,-84.4744,38.0776
1025,-84.4771,37.9688
1026,-84.4771,37.9715
1027,-84.4771,37.9742
1028,-84.4771,37.977
1029,-84.4771,37.9797
1030,-84.4771,37.9824
1031,-84.4771,37.9851
1032,-84.4771,37.9878
1033,-84.4771,37.9906
1034,-84.4771,37.9933
1035,-84.4771,37.996
1036,-84.4771,37.9987
1037,-84.4771,38.0014
1038,-84.4771,38.0042
1039,-84.4771,38.0069
1040,-84.4771,38.0096
1041,-84.4771,38.0123
1042,-84.4771,38.015
1043,-84.4771,38.0178
1044,-84.4771,38.0205
1045,-84.4771,38.0232
1046,-84.4771,38.0259
1047,-84.4771,38.0286
1048,-84.4771,38.0314
1049,-84.4771,38.0341
1050,-84.4771,38.0368
1051,-84.4771,38.0395
1052,-84.4771,38.0422
1053,-84.4771,38.045
1054,-84.4771,38.0477
1055,-84.4771,38.0504
1056,-84.4771,38.0531
1057,-84.4771,38.0558
1058,-84.4771,38.0586
1059,-84.4771,38.0613
1060,-84.4771,38.064
1061,-84.4771,38.0667
1062,-84.4771,38.0694
1063,-84.4771,38.0722
1064,-84.4771,38.0749
1065,-84.4771,38.0776
1066,-84.4799,37.9688
1067,-84.4799,37.9715
1068,-84.4799,37.9742
1069,-84.4799,37.977
1070,-84.4799,37.9797
1071,-84.4799,37.9824
1072,-84.4799,37.9851
1073,-84.4799,37.9878
1074,-84.4799,37.9906
1075,-84.4799,37.9933
1076,-84.4799,37.996
1077,-84.4799,37.9987
1078,-84.4799,38.0014
1079,-84.4799,38.0042
1080,-84.4799,38.0069
1081,-84.4799,38.0096
1082,-84.4799,38.0123
1083,-84.4799,38.015
1084,-84.4799,38.0178
1085,-84.4799,38.0205
1086,-84.4799,38.0232
