,No,Lat,Long,geometry,EDHLTH_WAC_SCALED,EMP_RAC_SCALED,LEISER_WAC_SCALED,RETAIL_WAC_SCALED,index_right,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Population,Pop per Ar,HH_Units,Bachelor's,Median Inc,All Degree,Public Tra
668,668,-84.4525,38.0014,POINT (-84.4525 38.0014),1.8115599169999999,4750.812884,239.5964383,3448.950051,392,21,067,003402,2,2147483647,Block Group 2,G5030,S,531525,0,+38.0010433,-084.4515582,985.0,0.001853158,578.0,316.0,44474,115.0,23.0
669,669,-84.4525,38.0042,POINT (-84.4525 38.0042),60.311026600000005,4436.0278149999995,5701.4085700000005,3775.161244,392,21,067,003402,2,2147483647,Block Group 2,G5030,S,531525,0,+38.0010433,-084.4515582,985.0,0.001853158,578.0,316.0,44474,115.0,23.0
709,709,-84.4552,38.0014,POINT (-84.4552 38.0014),9.331090271,5007.049096,166.75796090000003,2159.379166,392,21,067,003402,2,2147483647,Block Group 2,G5030,S,531525,0,+38.0010433,-084.4515582,985.0,0.001853158,578.0,316.0,44474,115.0,23.0
589,589,-84.447,38.0096,POINT (-84.447 38.0096),741.7291157999999,6812.8802239999995,736.0194068,1481.944452,1478,21,067,003911,3,2147483647,Block Group 3,G5030,S,297033,0,+38.0091198,-084.4498162,845.0,0.002844802,421.0,105.0,34375,9.0,0.0
629,629,-84.4497,38.0069,POINT (-84.44970000000001 38.0069),675.4708767999999,4338.287295,6318.672361,3941.566168,1478,21,067,003911,3,2147483647,Block Group 3,G5030,S,297033,0,+38.0091198,-084.4498162,845.0,0.002844802,421.0,105.0,34375,9.0,0.0
630,630,-84.4497,38.0096,POINT (-84.44970000000001 38.0096),263.5355143,5654.512401,2651.419341,3031.6466739999996,1478,21,067,003911,3,2147483647,Block Group 3,G5030,S,297033,0,+38.0091198,-084.4498162,845.0,0.002844802,421.0,105.0,34375,9.0,0.0
671,671,-84.4525,38.0096,POINT (-84.4525 38.0096),97.59743126,3476.4629999999997,3571.487514,2607.525022,1478,21,067,003911,3,2147483647,Block Group 3,G5030,S,297033,0,+38.0091198,-084.4498162,845.0,0.002844802,421.0,105.0,34375,9.0,0.0
590,590,-84.447,38.0123,POINT (-84.447 38.0123),64.52279698,7380.823426000001,122.11802209999999,819.0949194,1095,21,067,003910,1,2147483647,Block Group 1,G5030,S,830119,0,+38.0145674,-084.4522365,1978.0,0.002382791,994.0,288.0,36307,58.0,142.0
631,631,-84.4497,38.0123,POINT (-84.44970000000001 38.0123),52.09234246,6767.432398999999,559.0319929999999,1102.5424480000001,1095,21,067,003910,1,2147483647,Block Group 1,G5030,S,830119,0,+38.0145674,-084.4522365,1978.0,0.002382791,994.0,288.0,36307,58.0,142.0
632,632,-84.4497,38.015,POINT (-84.44970000000001 38.015),14.6619365,6945.051536,24.44847618,243.5783603,1095,21,067,003910,1,2147483647,Block Group 1,G5030,S,830119,0,+38.0145674,-084.4522365,1978.0,0.002382791,994.0,288.0,36307,58.0,142.0
672,672,-84.4525,38.0123,POINT (-84.4525 38.0123),92.39734899,5600.253994,2196.324727,916.5586470000001,1095,21,067,003910,1,2147483647,Block Group 1,G5030,S,830119,0,+38.0145674,-084.4522365,1978.0,0.002382791,994.0,288.0,36307,58.0,142.0
673,673,-84.4525,38.015,POINT (-84.4525 38.015),69.89444433,6366.3968780000005,1790.950164,443.3825227,1095,21,067,003910,1,2147483647,Block Group 1,G5030,S,830119,0,+38.0145674,-084.4522365,1978.0,0.002382791,994.0,288.0,36307,58.0,142.0
675,675,-84.4525,38.0205,POINT (-84.4525 38.0205),32.46707285,2357.602261,1463.602751,2664.719212,1095,21,067,003910,1,2147483647,Block Group 1,G5030,S,830119,0,+38.0145674,-084.4522365,1978.0,0.002382791,994.0,288.0,36307,58.0,142.0
713,713,-84.4552,38.0123,POINT (-84.4552 38.0123),184.0621167,3376.1639609999997,3894.236433,460.8935796,1095,21,067,003910,1,2147483647,Block Group 1,G5030,S,830119,0,+38.0145674,-084.4522365,1978.0,0.002382791,994.0,288.0,36307,58.0,142.0
714,714,-84.4552,38.015,POINT (-84.4552 38.015),134.0519767,3663.9300329999996,3402.4387490000004,1030.296088,1095,21,067,003910,1,2147483647,Block Group 1,G5030,S,830119,0,+38.0145674,-084.4522365,1978.0,0.002382791,994.0,288.0,36307,58.0,142.0
715,715,-84.4552,38.0178,POINT (-84.4552 38.0178),125.0711838,2823.6216670000003,2896.702886,2292.399167,1095,21,067,003910,1,2147483647,Block Group 1,G5030,S,830119,0,+38.0145674,-084.4522365,1978.0,0.002382791,994.0,288.0,36307,58.0,142.0
716,716,-84.4552,38.0205,POINT (-84.4552 38.0205),111.0110125,1450.880512,2210.847626,3194.589769,1095,21,067,003910,1,2147483647,Block Group 1,G5030,S,830119,0,+38.0145674,-084.4522365,1978.0,0.002382791,994.0,288.0,36307,58.0,142.0
754,754,-84.4579,38.0123,POINT (-84.4579 38.0123),193.8065523,2504.696636,2856.092868,1073.671167,1095,21,067,003910,1,2147483647,Block Group 1,G5030,S,830119,0,+38.0145674,-084.4522365,1978.0,0.002382791,994.0,288.0,36307,58.0,142.0
606,606,-84.447,38.0558,POINT (-84.447 38.0558),23.61323424,4260.396652,0.0,1.262525113,1512,21,067,003202,4,2147483647,Block Group 4,G5030,S,1288548,0,+38.0576563,-084.4549186,1705.0,0.001323195,801.0,158.0,50134,55.0,0.0
647,647,-84.4497,38.0558,POINT (-84.44970000000001 38.0558),0.0,3690.83806,0.0,0.0,1512,21,067,003202,4,2147483647,Block Group 4,G5030,S,1288548,0,+38.0576563,-084.4549186,1705.0,0.001323195,801.0,158.0,50134,55.0,0.0
648,648,-84.4497,38.0586,POINT (-84.44970000000001 38.0586),0.0,3457.3850909999996,0.0,0.0,1512,21,067,003202,4,2147483647,Block Group 4,G5030,S,1288548,0,+38.0576563,-084.4549186,1705.0,0.001323195,801.0,158.0,50134,55.0,0.0
687,687,-84.4525,38.0531,POINT (-84.4525 38.0531),0.0,4081.4637009999997,36.39510652,96.50052217,1512,21,067,003202,4,2147483647,Block Group 4,G5030,S,1288548,0,+38.0576563,-084.4549186,1705.0,0.001323195,801.0,158.0,50134,55.0,0.0
688,688,-84.4525,38.0558,POINT (-84.4525 38.0558),0.0,3435.0165090000005,0.235921065,0.49328949899999996,1512,21,067,003202,4,2147483647,Block Group 4,G5030,S,1288548,0,+38.0576563,-084.4549186,1705.0,0.001323195,801.0,158.0,50134,55.0,0.0
689,689,-84.4525,38.0586,POINT (-84.4525 38.0586),29.49097968,3453.459357,12.81318102,38.43954305,1512,21,067,003202,4,2147483647,Block Group 4,G5030,S,1288548,0,+38.0576563,-084.4549186,1705.0,0.001323195,801.0,158.0,50134,55.0,0.0
690,690,-84.4525,38.0613,POINT (-84.4525 38.0613),169.8842467,2914.0798059999997,38.41435819,380.5246287,1512,21,067,003202,4,2147483647,Block Group 4,G5030,S,1288548,0,+38.0576563,-084.4549186,1705.0,0.001323195,801.0,158.0,50134,55.0,0.0
728,728,-84.4552,38.0531,POINT (-84.4552 38.0531),53.37911696,3015.167173,32.43718666,1267.675315,1512,21,067,003202,4,2147483647,Block Group 4,G5030,S,1288548,0,+38.0576563,-084.4549186,1705.0,0.001323195,801.0,158.0,50134,55.0,0.0
729,729,-84.4552,38.0558,POINT (-84.4552 38.0558),0.0,3420.69085,0.0,22.91788828,1512,21,067,003202,4,2147483647,Block Group 4,G5030,S,1288548,0,+38.0576563,-084.4549186,1705.0,0.001323195,801.0,158.0,50134,55.0,0.0
730,730,-84.4552,38.0586,POINT (-84.4552 38.0586),31.53968946,3587.904418,39.72848616,149.42503359999998,1512,21,067,003202,4,2147483647,Block Group 4,G5030,S,1288548,0,+38.0576563,-084.4549186,1705.0,0.001323195,801.0,158.0,50134,55.0,0.0
731,731,-84.4552,38.0613,POINT (-84.4552 38.0613),164.6047457,2616.6479640000002,43.05031074,136.1469431,1512,21,067,003202,4,2147483647,Block Group 4,G5030,S,1288548,0,+38.0576563,-084.4549186,1705.0,0.001323195,801.0,158.0,50134,55.0,0.0
769,769,-84.4579,38.0531,POINT (-84.4579 38.0531),128.73384529999998,2252.527441,23.01858864,1541.213731,1512,21,067,003202,4,2147483647,Block Group 4,G5030,S,1288548,0,+38.0576563,-084.4549186,1705.0,0.001323195,801.0,158.0,50134,55.0,0.0
770,770,-84.4579,38.0558,POINT (-84.4579 38.0558),32.57051222,3005.4226940000003,277.25872400000003,1337.119477,1512,21,067,003202,4,2147483647,Block Group 4,G5030,S,1288548,0,+38.0576563,-084.4549186,1705.0,0.001323195,801.0,158.0,50134,55.0,0.0
771,771,-84.4579,38.0586,POINT (-84.4579 38.0586),66.11764683,3061.3199640000003,411.9637995,2431.095014,1512,21,067,003202,4,2147483647,Block Group 4,G5030,S,1288548,0,+38.0576563,-084.4549186,1705.0,0.001323195,801.0,158.0,50134,55.0,0.0
772,772,-84.4579,38.0613,POINT (-84.4579 38.0613),77.78563455,2526.541832,289.8555961,1606.9336119999998,1512,21,067,003202,4,2147483647,Block Group 4,G5030,S,1288548,0,+38.0576563,-084.4549186,1705.0,0.001323195,801.0,158.0,50134,55.0,0.0
812,812,-84.4607,38.0586,POINT (-84.4607 38.0586),136.92300580000003,2356.984058,1565.273453,5104.947931000001,1512,21,067,003202,4,2147483647,Block Group 4,G5030,S,1288548,0,+38.0576563,-084.4549186,1705.0,0.001323195,801.0,158.0,50134,55.0,0.0
813,813,-84.4607,38.0613,POINT (-84.4607 38.0613),108.29644070000002,2087.49725,870.6927321000001,4012.993214,1512,21,067,003202,4,2147483647,Block Group 4,G5030,S,1288548,0,+38.0576563,-084.4549186,1705.0,0.001323195,801.0,158.0,50134,55.0,0.0
610,610,-84.447,38.0667,POINT (-84.447 38.0667),1.4091886999999998,3603.513038,0.0,9.41688509,479,21,067,003201,1,2147483647,Block Group 1,G5030,S,1074765,0,+38.0691677,-084.4547293,1263.0,0.001175141,501.0,174.0,39760,67.0,37.0
651,651,-84.4497,38.0667,POINT (-84.44970000000001 38.0667),0.584652374,3011.085473,0.0,121.6841459,479,21,067,003201,1,2147483647,Block Group 1,G5030,S,1074765,0,+38.0691677,-084.4547293,1263.0,0.001175141,501.0,174.0,39760,67.0,37.0
652,652,-84.4497,38.0694,POINT (-84.44970000000001 38.0694),2.826544548,3370.170332,0.0,0.0,479,21,067,003201,1,2147483647,Block Group 1,G5030,S,1074765,0,+38.0691677,-084.4547293,1263.0,0.001175141,501.0,174.0,39760,67.0,37.0
692,692,-84.4525,38.0667,POINT (-84.4525 38.0667),23.81931263,2571.352042,0.0,138.0304168,479,21,067,003201,1,2147483647,Block Group 1,G5030,S,1074765,0,+38.0691677,-084.4547293,1263.0,0.001175141,501.0,174.0,39760,67.0,37.0
693,693,-84.4525,38.0694,POINT (-84.4525 38.0694),1.0959958859999999,2419.817586,0.0,0.0,479,21,067,003201,1,2147483647,Block Group 1,G5030,S,1074765,0,+38.0691677,-084.4547293,1263.0,0.001175141,501.0,174.0,39760,67.0,37.0
694,694,-84.4525,38.0722,POINT (-84.4525 38.0722),4.284362573,2602.105194,0.0,0.0,479,21,067,003201,1,2147483647,Block Group 1,G5030,S,1074765,0,+38.0691677,-084.4547293,1263.0,0.001175141,501.0,174.0,39760,67.0,37.0
732,732,-84.4552,38.064,POINT (-84.4552 38.064),162.4939559,2242.3410510000003,43.03653503,207.76055390000002,479,21,067,003201,1,2147483647,Block Group 1,G5030,S,1074765,0,+38.0691677,-084.4547293,1263.0,0.001175141,501.0,174.0,39760,67.0,37.0
733,733,-84.4552,38.0667,POINT (-84.4552 38.0667),11.25737635,2101.593929,0.0,1.847089155,479,21,067,003201,1,2147483647,Block Group 1,G5030,S,1074765,0,+38.0691677,-084.4547293,1263.0,0.001175141,501.0,174.0,39760,67.0,37.0
734,734,-84.4552,38.0694,POINT (-84.4552 38.0694),0.0,1909.431444,0.0,0.0,479,21,067,003201,1,2147483647,Block Group 1,G5030,S,1074765,0,+38.0691677,-084.4547293,1263.0,0.001175141,501.0,174.0,39760,67.0,37.0
735,735,-84.4552,38.0722,POINT (-84.4552 38.0722),1.388367379,1995.5905120000002,0.0,0.0,479,21,067,003201,1,2147483647,Block Group 1,G5030,S,1074765,0,+38.0691677,-084.4547293,1263.0,0.001175141,501.0,174.0,39760,67.0,37.0
736,736,-84.4552,38.0749,POINT (-84.4552 38.0749),2.310217553,1719.9003480000001,1180.419056,110.32698020000001,479,21,067,003201,1,2147483647,Block Group 1,G5030,S,1074765,0,+38.0691677,-084.4547293,1263.0,0.001175141,501.0,174.0,39760,67.0,37.0
774,774,-84.4579,38.0667,POINT (-84.4579 38.0667),0.0,1873.2229149999998,0.0,21.52522637,479,21,067,003201,1,2147483647,Block Group 1,G5030,S,1074765,0,+38.0691677,-084.4547293,1263.0,0.001175141,501.0,174.0,39760,67.0,37.0
775,775,-84.4579,38.0694,POINT (-84.4579 38.0694),0.0,1523.4281460000002,0.0,0.0,479,21,067,003201,1,2147483647,Block Group 1,G5030,S,1074765,0,+38.0691677,-084.4547293,1263.0,0.001175141,501.0,174.0,39760,67.0,37.0
776,776,-84.4579,38.0722,POINT (-84.4579 38.0722),0.853879451,1325.756228,322.843625,88.20711579,479,21,067,003201,1,2147483647,Block Group 1,G5030,S,1074765,0,+38.0691677,-084.4547293,1263.0,0.001175141,501.0,174.0,39760,67.0,37.0
816,816,-84.4607,38.0694,POINT (-84.4607 38.0694),1.161027535,1252.131659,0.0,42.67631566,479,21,067,003201,1,2147483647,Block Group 1,G5030,S,1074765,0,+38.0691677,-084.4547293,1263.0,0.001175141,501.0,174.0,39760,67.0,37.0
817,817,-84.4607,38.0722,POINT (-84.4607 38.0722),2.281391619,1357.559967,278.3661909,80.04279406,479,21,067,003201,1,2147483647,Block Group 1,G5030,S,1074765,0,+38.0691677,-084.4547293,1263.0,0.001175141,501.0,174.0,39760,67.0,37.0
663,663,-84.4525,37.9878,POINT (-84.4525 37.9878),6.211053464,3140.7181920000003,0.0,0.0,352,21,067,003406,1,2147483647,Block Group 1,G5030,S,892216,0,+37.9833291,-084.4581671,1496.0,0.001676724,691.0,327.0,43421,164.0,0.0
703,703,-84.4552,37.9851,POINT (-84.4552 37.9851),25.95918416,3638.030722,16.92951331,9.17015304,352,21,067,003406,1,2147483647,Block Group 1,G5030,S,892216,0,+37.9833291,-084.4581671,1496.0,0.001676724,691.0,327.0,43421,164.0,0.0
704,704,-84.4552,37.9878,POINT (-84.4552 37.9878),272.2600597,3418.4047570000002,11.25833987,0.0,352,21,067,003406,1,2147483647,Block Group 1,G5030,S,892216,0,+37.9833291,-084.4581671,1496.0,0.001676724,691.0,327.0,43421,164.0,0.0
705,705,-84.4552,37.9906,POINT (-84.4552 37.9906),494.3842796,5614.057691,17.35183542,0.0,352,21,067,003406,1,2147483647,Block Group 1,G5030,S,892216,0,+37.9833291,-084.4581671,1496.0,0.001676724,691.0,327.0,43421,164.0,0.0
743,743,-84.4579,37.9824,POINT (-84.4579 37.9824),104.03478050000001,5926.132863,139.6352205,91.96841797,352,21,067,003406,1,2147483647,Block Group 1,G5030,S,892216,0,+37.9833291,-084.4581671,1496.0,0.001676724,691.0,327.0,43421,164.0,0.0
744,744,-84.4579,37.9851,POINT (-84.4579 37.9851),646.2920548,5126.242389999999,126.08662720000001,108.61423090000001,352,21,067,003406,1,2147483647,Block Group 1,G5030,S,892216,0,+37.9833291,-084.4581671,1496.0,0.001676724,691.0,327.0,43421,164.0,0.0
745,745,-84.4579,37.9878,POINT (-84.4579 37.9878),1790.244177,4777.869579,106.7432692,31.23199558,352,21,067,003406,1,2147483647,Block Group 1,G5030,S,892216,0,+37.9833291,-084.4581671,1496.0,0.001676724,691.0,327.0,43421,164.0,0.0
782,782,-84.4607,37.977,POINT (-84.4607 37.977),65.18128569,4671.155661,70.09007414,37.96545682,352,21,067,003406,1,2147483647,Block Group 1,G5030,S,892216,0,+37.9833291,-084.4581671,1496.0,0.001676724,691.0,327.0,43421,164.0,0.0
783,783,-84.4607,37.9797,POINT (-84.4607 37.9797),60.56175848,4980.226240999999,66.83568276,36.65338125,352,21,067,003406,1,2147483647,Block Group 1,G5030,S,892216,0,+37.9833291,-084.4581671,1496.0,0.001676724,691.0,327.0,43421,164.0,0.0
784,784,-84.4607,37.9824,POINT (-84.4607 37.9824),126.31328700000002,5251.252682,133.60953600000002,144.4389094,352,21,067,003406,1,2147483647,Block Group 1,G5030,S,892216,0,+37.9833291,-084.4581671,1496.0,0.001676724,691.0,327.0,43421,164.0,0.0
822,822,-84.4634,37.9742,POINT (-84.46339999999999 37.9742),17.87842283,5330.974308,0.0,6.758120139,352,21,067,003406,1,2147483647,Block Group 1,G5030,S,892216,0,+37.9833291,-084.4581671,1496.0,0.001676724,691.0,327.0,43421,164.0,0.0
823,823,-84.4634,37.977,POINT (-84.46339999999999 37.977),19.659002800000003,4553.907924,1.104854671,0.063732249,352,21,067,003406,1,2147483647,Block Group 1,G5030,S,892216,0,+37.9833291,-084.4581671,1496.0,0.001676724,691.0,327.0,43421,164.0,0.0
666,666,-84.4525,37.996,POINT (-84.4525 37.996),25.31107131,5663.070463,217.040164,996.0755856000001,350,21,067,003402,3,2147483647,Block Group 3,G5030,S,514695,0,+37.9953029,-084.4556891,1837.0,0.003569104,760.0,147.0,31686,95.0,0.0
706,706,-84.4552,37.9933,POINT (-84.4552 37.9933),207.2337511,7221.763031999999,129.01347420000002,11.94270441,350,21,067,003402,3,2147483647,Block Group 3,G5030,S,514695,0,+37.9953029,-084.4556891,1837.0,0.003569104,760.0,147.0,31686,95.0,0.0
707,707,-84.4552,37.996,POINT (-84.4552 37.996),43.05030114,6373.4533630000005,351.1456915,499.82196880000004,350,21,067,003402,3,2147483647,Block Group 3,G5030,S,514695,0,+37.9953029,-084.4556891,1837.0,0.003569104,760.0,147.0,31686,95.0,0.0
708,708,-84.4552,37.9987,POINT (-84.4552 37.9987),43.03538282,4829.402563000001,376.5390843,2177.3487210000003,350,21,067,003402,3,2147483647,Block Group 3,G5030,S,514695,0,+37.9953029,-084.4556891,1837.0,0.003569104,760.0,147.0,31686,95.0,0.0
747,747,-84.4579,37.9933,POINT (-84.4579 37.9933),1324.85802,7393.733216,110.05053290000001,6.77890323,350,21,067,003402,3,2147483647,Block Group 3,G5030,S,514695,0,+37.9953029,-084.4556891,1837.0,0.003569104,760.0,147.0,31686,95.0,0.0
748,748,-84.4579,37.996,POINT (-84.4579 37.996),574.7950433,6657.332953,249.73195959999998,50.64712782,350,21,067,003402,3,2147483647,Block Group 3,G5030,S,514695,0,+37.9953029,-084.4556891,1837.0,0.003569104,760.0,147.0,31686,95.0,0.0
749,749,-84.4579,37.9987,POINT (-84.4579 37.9987),194.38575980000002,5187.989149,235.17733619999998,764.293732,350,21,067,003402,3,2147483647,Block Group 3,G5030,S,514695,0,+37.9953029,-084.4556891,1837.0,0.003569104,760.0,147.0,31686,95.0,0.0
670,670,-84.4525,38.0069,POINT (-84.4525 38.0069),100.778653,3498.943513,6083.685635,3975.2389399999997,1361,21,067,003402,1,2147483647,Block Group 1,G5030,S,1053198,0,+38.0030136,-084.4583595,2296.0,0.002180027,1073.0,451.0,35205,162.0,17.0
710,710,-84.4552,38.0042,POINT (-84.4552 38.0042),20.77197471,5146.6495,986.3743695000001,1689.922291,1361,21,067,003402,1,2147483647,Block Group 1,G5030,S,1053198,0,+38.0030136,-084.4583595,2296.0,0.002180027,1073.0,451.0,35205,162.0,17.0
711,711,-84.4552,38.0069,POINT (-84.4552 38.0069),131.3898487,4125.007441,2944.268816,1519.9412519999998,1361,21,067,003402,1,2147483647,Block Group 1,G5030,S,1053198,0,+38.0030136,-084.4583595,2296.0,0.002180027,1073.0,451.0,35205,162.0,17.0
712,712,-84.4552,38.0096,POINT (-84.4552 38.0096),227.03363430000005,3181.763631,4159.389937,1246.2945539999998,1361,21,067,003402,1,2147483647,Block Group 1,G5030,S,1053198,0,+38.0030136,-084.4583595,2296.0,0.002180027,1073.0,451.0,35205,162.0,17.0
750,750,-84.4579,38.0014,POINT (-84.4579 38.0014),182.1165999,4821.466111,330.3559044,959.0630714,1361,21,067,003402,1,2147483647,Block Group 1,G5030,S,1053198,0,+38.0030136,-084.4583595,2296.0,0.002180027,1073.0,451.0,35205,162.0,17.0
751,751,-84.4579,38.0042,POINT (-84.4579 38.0042),185.0865686,5312.005806,1157.674113,192.4695554,1361,21,067,003402,1,2147483647,Block Group 1,G5030,S,1053198,0,+38.0030136,-084.4583595,2296.0,0.002180027,1073.0,451.0,35205,162.0,17.0
752,752,-84.4579,38.0069,POINT (-84.4579 38.0069),290.9088528,4701.638187,2461.785209,442.916905,1361,21,067,003402,1,2147483647,Block Group 1,G5030,S,1053198,0,+38.0030136,-084.4583595,2296.0,0.002180027,1073.0,451.0,35205,162.0,17.0
753,753,-84.4579,38.0096,POINT (-84.4579 38.0096),258.5123026,3346.540414,2751.5072800000003,700.1803686000001,1361,21,067,003402,1,2147483647,Block Group 1,G5030,S,1053198,0,+38.0030136,-084.4583595,2296.0,0.002180027,1073.0,451.0,35205,162.0,17.0
788,788,-84.4607,37.9933,POINT (-84.4607 37.9933),2342.6936309999996,6163.493863000001,49.17832691,0.0,1361,21,067,003402,1,2147483647,Block Group 1,G5030,S,1053198,0,+38.0030136,-084.4583595,2296.0,0.002180027,1073.0,451.0,35205,162.0,17.0
789,789,-84.4607,37.996,POINT (-84.4607 37.996),1524.337483,4888.4775549999995,15.9058449,1.333754785,1361,21,067,003402,1,2147483647,Block Group 1,G5030,S,1053198,0,+38.0030136,-084.4583595,2296.0,0.002180027,1073.0,451.0,35205,162.0,17.0
790,790,-84.4607,37.9987,POINT (-84.4607 37.9987),1092.046882,4083.707432,3.444389488,6.3260948589999995,1361,21,067,003402,1,2147483647,Block Group 1,G5030,S,1053198,0,+38.0030136,-084.4583595,2296.0,0.002180027,1073.0,451.0,35205,162.0,17.0
791,791,-84.4607,38.0014,POINT (-84.4607 38.0014),410.48084500000004,3844.6476810000004,309.3113053,1.809680746,1361,21,067,003402,1,2147483647,Block Group 1,G5030,S,1053198,0,+38.0030136,-084.4583595,2296.0,0.002180027,1073.0,451.0,35205,162.0,17.0
792,792,-84.4607,38.0042,POINT (-84.4607 38.0042),303.58022810000006,3284.812415,944.9444216,4.195600247,1361,21,067,003402,1,2147483647,Block Group 1,G5030,S,1053198,0,+38.0030136,-084.4583595,2296.0,0.002180027,1073.0,451.0,35205,162.0,17.0
830,830,-84.4634,37.996,POINT (-84.46339999999999 37.996),1597.091423,3035.529189,0.0,0.0,1361,21,067,003402,1,2147483647,Block Group 1,G5030,S,1053198,0,+38.0030136,-084.4583595,2296.0,0.002180027,1073.0,451.0,35205,162.0,17.0
696,696,-84.4525,38.0776,POINT (-84.4525 38.0776),26.01390078,2182.273866,990.9922467,269.3157643,1358,21,067,003101,2,2147483647,Block Group 2,G5030,S,1529291,0,+38.0880309,-084.4586005,1341.0,0.000876877,602.0,74.0,41199,34.0,0.0
737,737,-84.4552,38.0776,POINT (-84.4552 38.0776),1.547128581,1620.6036980000001,1438.520802,228.1010458,1358,21,067,003101,2,2147483647,Block Group 2,G5030,S,1529291,0,+38.0880309,-084.4586005,1341.0,0.000876877,602.0,74.0,41199,34.0,0.0
717,717,-84.4552,38.0232,POINT (-84.4552 38.0232),173.5394594,1618.8391390000002,1101.27587,2387.401985,1572,21,067,001700,3,2147483647,Block Group 3,G5030,S,791287,7525,+38.0198504,-084.4585210,804.0,0.001016066,422.0,125.0,38929,31.0,16.0
755,755,-84.4579,38.015,POINT (-84.4579 38.015),161.6817169,1677.5312800000002,2735.493043,1773.515399,1572,21,067,001700,3,2147483647,Block Group 3,G5030,S,791287,7525,+38.0198504,-084.4585210,804.0,0.001016066,422.0,125.0,38929,31.0,16.0
756,756,-84.4579,38.0178,POINT (-84.4579 38.0178),187.5103769,1001.7208109999999,2301.626146,2881.49641,1572,21,067,001700,3,2147483647,Block Group 3,G5030,S,791287,7525,+38.0198504,-084.4585210,804.0,0.001016066,422.0,125.0,38929,31.0,16.0
757,757,-84.4579,38.0205,POINT (-84.4579 38.0205),135.52289530000002,1787.310786,1250.676137,2549.229769,1572,21,067,001700,3,2147483647,Block Group 3,G5030,S,791287,7525,+38.0198504,-084.4585210,804.0,0.001016066,422.0,125.0,38929,31.0,16.0
758,758,-84.4579,38.0232,POINT (-84.4579 38.0232),90.18314096,2821.535182,585.4128390999999,1542.184696,1572,21,067,001700,3,2147483647,Block Group 3,G5030,S,791287,7525,+38.0198504,-084.4585210,804.0,0.001016066,422.0,125.0,38929,31.0,16.0
796,796,-84.4607,38.015,POINT (-84.4607 38.015),98.37419767,1390.546976,698.9608578,1867.178139,1572,21,067,001700,3,2147483647,Block Group 3,G5030,S,791287,7525,+38.0198504,-084.4585210,804.0,0.001016066,422.0,125.0,38929,31.0,16.0
797,797,-84.4607,38.0178,POINT (-84.4607 38.0178),149.1443998,1704.203591,915.0595696,2388.764374,1572,21,067,001700,3,2147483647,Block Group 3,G5030,S,791287,7525,+38.0198504,-084.4585210,804.0,0.001016066,422.0,125.0,38929,31.0,16.0
798,798,-84.4607,38.0205,POINT (-84.4607 38.0205),96.38193435,2723.35753,599.6716895,1542.11095,1572,21,067,001700,3,2147483647,Block Group 3,G5030,S,791287,7525,+38.0198504,-084.4585210,804.0,0.001016066,422.0,125.0,38929,31.0,16.0
799,799,-84.4607,38.0232,POINT (-84.4607 38.0232),25.11513504,3758.5448229999997,204.66607030000003,474.83403960000004,1572,21,067,001700,3,2147483647,Block Group 3,G5030,S,791287,7525,+38.0198504,-084.4585210,804.0,0.001016066,422.0,125.0,38929,31.0,16.0
838,838,-84.4634,38.0178,POINT (-84.46339999999999 38.0178),66.20522245,3212.236398,1557.267718,1216.936986,1572,21,067,001700,3,2147483647,Block Group 3,G5030,S,791287,7525,+38.0198504,-084.4585210,804.0,0.001016066,422.0,125.0,38929,31.0,16.0
839,839,-84.4634,38.0205,POINT (-84.46339999999999 38.0205),42.21971214,3586.510961,1922.618972,937.6935116000001,1572,21,067,001700,3,2147483647,Block Group 3,G5030,S,791287,7525,+38.0198504,-084.4585210,804.0,0.001016066,422.0,125.0,38929,31.0,16.0
718,718,-84.4552,38.0259,POINT (-84.4552 38.0259),1822.9419239999997,2093.507497,222.7974211,1017.9387810000001,1571,21,067,001700,2,2147483647,Block Group 2,G5030,S,1295896,0,+38.0265658,-084.4647651,698.0,0.000538623,361.0,201.0,41891,33.0,10.0
759,759,-84.4579,38.0259,POINT (-84.4579 38.0259),823.6261716,3050.841513,154.043136,613.1687335,1571,21,067,001700,2,2147483647,Block Group 2,G5030,S,1295896,0,+38.0265658,-084.4647651,698.0,0.000538623,361.0,201.0,41891,33.0,10.0
760,760,-84.4579,38.0286,POINT (-84.4579 38.0286),3033.937372,2254.184808,138.3083911,314.1819932,1571,21,067,001700,2,2147483647,Block Group 2,G5030,S,1295896,0,+38.0265658,-084.4647651,698.0,0.000538623,361.0,201.0,41891,33.0,10.0
800,800,-84.4607,38.0259,POINT (-84.4607 38.0259),7.081137191,2639.515691,113.0649324,224.29498309999997,1571,21,067,001700,2,2147483647,Block Group 2,G5030,S,1295896,0,+38.0265658,-084.4647651,698.0,0.000538623,361.0,201.0,41891,33.0,10.0
801,801,-84.4607,38.0286,POINT (-84.4607 38.0286),1113.044334,1652.184568,188.38168100000001,155.0218314,1571,21,067,001700,2,2147483647,Block Group 2,G5030,S,1295896,0,+38.0265658,-084.4647651,698.0,0.000538623,361.0,201.0,41891,33.0,10.0
