,No,Lat,Long,geometry,EDHLTH_WAC_SCALED,EMP_RAC_SCALED,LEISER_WAC_SCALED,RETAIL_WAC_SCALED,index_right,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Population,Pop per Ar,HH_Units,Bachelor's,Median Inc,All Degree,Public Tra
2297,2297,-84.5621,37.9715,POINT (-84.5621 37.9715),0.0,620.9451892999999,0.0,0.0,131,21,113,060600,1,2147483647,Block Group 1,G5030,S,21760618,114896,+37.9532354,-084.5754722,,,,,,,
2337,2337,-84.5648,37.9688,POINT (-84.56480000000001 37.9688),0.026062758,77.29574082,0.028855196,0.148930043,131,21,113,060600,1,2147483647,Block Group 1,G5030,S,21760618,114896,+37.9532354,-084.5754722,,,,,,,
2338,2338,-84.5648,37.9715,POINT (-84.56480000000001 37.9715),0.0,95.86028136,0.0,0.0,131,21,113,060600,1,2147483647,Block Group 1,G5030,S,21760618,114896,+37.9532354,-084.5754722,,,,,,,
2339,2339,-84.5648,37.9742,POINT (-84.56480000000001 37.9742),0.0,2085.68471,0.0,7.188895995,131,21,113,060600,1,2147483647,Block Group 1,G5030,S,21760618,114896,+37.9532354,-084.5754722,,,,,,,
2378,2378,-84.5676,37.9688,POINT (-84.5676 37.9688),1.211053594,105.90565690000001,1.340809336,6.920306251,131,21,113,060600,1,2147483647,Block Group 1,G5030,S,21760618,114896,+37.9532354,-084.5754722,,,,,,,
2379,2379,-84.5676,37.9715,POINT (-84.5676 37.9715),0.0,67.97392222,0.0,0.0,131,21,113,060600,1,2147483647,Block Group 1,G5030,S,21760618,114896,+37.9532354,-084.5754722,,,,,,,
2380,2380,-84.5676,37.9742,POINT (-84.5676 37.9742),0.0,996.1361695,0.0,5.00931988,131,21,113,060600,1,2147483647,Block Group 1,G5030,S,21760618,114896,+37.9532354,-084.5754722,,,,,,,
2419,2419,-84.5703,37.9688,POINT (-84.5703 37.9688),2.558681547,123.86894640000001,2.8328259989999998,14.62103741,131,21,113,060600,1,2147483647,Block Group 1,G5030,S,21760618,114896,+37.9532354,-084.5754722,,,,,,,
2420,2420,-84.5703,37.9715,POINT (-84.5703 37.9715),0.081268902,101.0047345,3.6571005760000004,16.17251144,131,21,113,060600,1,2147483647,Block Group 1,G5030,S,21760618,114896,+37.9532354,-084.5754722,,,,,,,
2421,2421,-84.5703,37.9742,POINT (-84.5703 37.9742),0.9258446790000001,277.4570672,41.66301057,184.24309119999998,131,21,113,060600,1,2147483647,Block Group 1,G5030,S,21760618,114896,+37.9532354,-084.5754722,,,,,,,
2422,2422,-84.5703,37.977,POINT (-84.5703 37.977),207.4632636,2372.025713,13.96756748,62.99926322,131,21,113,060600,1,2147483647,Block Group 1,G5030,S,21760618,114896,+37.9532354,-084.5754722,,,,,,,
2460,2460,-84.5731,37.9688,POINT (-84.5731 37.9688),3.568628785,154.44865910000001,3.9509818689999996,20.39216448,131,21,113,060600,1,2147483647,Block Group 1,G5030,S,21760618,114896,+37.9532354,-084.5754722,,,,,,,
2461,2461,-84.5731,37.9715,POINT (-84.5731 37.9715),0.9426659820000001,178.22741090000002,40.86829108,180.7575915,131,21,113,060600,1,2147483647,Block Group 1,G5030,S,21760618,114896,+37.9532354,-084.5754722,,,,,,,
2462,2462,-84.5731,37.9742,POINT (-84.5731 37.9742),2.342401783,143.6737831,105.40808030000001,466.13795489999995,131,21,113,060600,1,2147483647,Block Group 1,G5030,S,21760618,114896,+37.9532354,-084.5754722,,,,,,,
2463,2463,-84.5731,37.977,POINT (-84.5731 37.977),413.72412599999996,1359.3520310000001,134.6191679,595.315876,131,21,113,060600,1,2147483647,Block Group 1,G5030,S,21760618,114896,+37.9532354,-084.5754722,,,,,,,
2501,2501,-84.5758,37.9688,POINT (-84.5758 37.9688),4.395621176000001,172.6588791,4.866580588,25.11783529,131,21,113,060600,1,2147483647,Block Group 1,G5030,S,21760618,114896,+37.9532354,-084.5754722,,,,,,,
2502,2502,-84.5758,37.9715,POINT (-84.5758 37.9715),0.856909274,248.5441136,24.56067935,108.8737755,131,21,113,060600,1,2147483647,Block Group 1,G5030,S,21760618,114896,+37.9532354,-084.5754722,,,,,,,
2503,2503,-84.5758,37.9742,POINT (-84.5758 37.9742),3.1704830760000005,243.72139130000002,142.6717384,630.9261321,131,21,113,060600,1,2147483647,Block Group 1,G5030,S,21760618,114896,+37.9532354,-084.5754722,,,,,,,
2504,2504,-84.5758,37.977,POINT (-84.5758 37.977),141.17751769999998,672.7891156000001,267.7124641,1183.884008,131,21,113,060600,1,2147483647,Block Group 1,G5030,S,21760618,114896,+37.9532354,-084.5754722,,,,,,,
2154,2154,-84.5511,38.0286,POINT (-84.55110000000001 38.0286),461.3736142,3614.53301,0.0,0.0,2225,21,067,003000,3,2147483647,Block Group 3,G5030,S,587967,0,+38.0292852,-084.5543458,788.0,0.001340211,603.0,249.0,31346,41.0,0.0
2155,2155,-84.5511,38.0314,POINT (-84.55110000000001 38.0314),744.950407,2887.179697,0.0,195.2218329,2225,21,067,003000,3,2147483647,Block Group 3,G5030,S,587967,0,+38.0292852,-084.5543458,788.0,0.001340211,603.0,249.0,31346,41.0,0.0
2194,2194,-84.5539,38.0259,POINT (-84.5539 38.0259),360.4030875,4008.697317,43.41642517,82.12965594,2225,21,067,003000,3,2147483647,Block Group 3,G5030,S,587967,0,+38.0292852,-084.5543458,788.0,0.001340211,603.0,249.0,31346,41.0,0.0
2195,2195,-84.5539,38.0286,POINT (-84.5539 38.0286),957.997456,3721.9468939999997,0.0,0.0,2225,21,067,003000,3,2147483647,Block Group 3,G5030,S,587967,0,+38.0292852,-084.5543458,788.0,0.001340211,603.0,249.0,31346,41.0,0.0
2196,2196,-84.5539,38.0314,POINT (-84.5539 38.0314),1284.133115,2889.1835309999997,0.0,96.85933001,2225,21,067,003000,3,2147483647,Block Group 3,G5030,S,587967,0,+38.0292852,-084.5543458,788.0,0.001340211,603.0,249.0,31346,41.0,0.0
2235,2235,-84.5566,38.0259,POINT (-84.5566 38.0259),804.9851907000001,3278.146475,259.2584225,438.47917010000003,2225,21,067,003000,3,2147483647,Block Group 3,G5030,S,587967,0,+38.0292852,-084.5543458,788.0,0.001340211,603.0,249.0,31346,41.0,0.0
2236,2236,-84.5566,38.0286,POINT (-84.5566 38.0286),1027.732273,3322.740933,2.844948496,4.784201779,2225,21,067,003000,3,2147483647,Block Group 3,G5030,S,587967,0,+38.0292852,-084.5543458,788.0,0.001340211,603.0,249.0,31346,41.0,0.0
2237,2237,-84.5566,38.0314,POINT (-84.5566 38.0314),1135.230857,2701.9138940000003,1.027149547,0.053513936,2225,21,067,003000,3,2147483647,Block Group 3,G5030,S,587967,0,+38.0292852,-084.5543458,788.0,0.001340211,603.0,249.0,31346,41.0,0.0
2156,2156,-84.5511,38.0341,POINT (-84.55110000000001 38.0341),714.2916547,2467.3857199999998,402.4935691,1903.902586,1355,21,067,003000,4,2147483647,Block Group 4,G5030,S,811402,0,+38.0333839,-084.5587818,1248.0,0.001538079,440.0,573.0,90833,104.0,0.0
2197,2197,-84.5539,38.0341,POINT (-84.5539 38.0341),990.2257163999999,2393.213917,458.3246166,2163.2172739999996,1355,21,067,003000,4,2147483647,Block Group 4,G5030,S,811402,0,+38.0333839,-084.5587818,1248.0,0.001538079,440.0,573.0,90833,104.0,0.0
2198,2198,-84.5539,38.0368,POINT (-84.5539 38.0368),1904.099397,2223.125927,562.5445674,2715.952045,1355,21,067,003000,4,2147483647,Block Group 4,G5030,S,811402,0,+38.0333839,-084.5587818,1248.0,0.001538079,440.0,573.0,90833,104.0,0.0
2238,2238,-84.5566,38.0341,POINT (-84.5566 38.0341),502.2460982,2746.162354,25.18360125,15.4939052,1355,21,067,003000,4,2147483647,Block Group 4,G5030,S,811402,0,+38.0333839,-084.5587818,1248.0,0.001538079,440.0,573.0,90833,104.0,0.0
2277,2277,-84.5594,38.0286,POINT (-84.5594 38.0286),798.7812731,2557.8404010000004,180.1821054,303.0028663,1355,21,067,003000,4,2147483647,Block Group 4,G5030,S,811402,0,+38.0333839,-084.5587818,1248.0,0.001538079,440.0,573.0,90833,104.0,0.0
2278,2278,-84.5594,38.0314,POINT (-84.5594 38.0314),414.50724510000003,2074.117,0.0,0.0,1355,21,067,003000,4,2147483647,Block Group 4,G5030,S,811402,0,+38.0333839,-084.5587818,1248.0,0.001538079,440.0,573.0,90833,104.0,0.0
2279,2279,-84.5594,38.0341,POINT (-84.5594 38.0341),72.67836752,2339.962645,43.05058519,0.0,1355,21,067,003000,4,2147483647,Block Group 4,G5030,S,811402,0,+38.0333839,-084.5587818,1248.0,0.001538079,440.0,573.0,90833,104.0,0.0
2319,2319,-84.5621,38.0314,POINT (-84.5621 38.0314),216.36244920000001,1843.89142,211.60723050000001,355.8488633,1355,21,067,003000,4,2147483647,Block Group 4,G5030,S,811402,0,+38.0333839,-084.5587818,1248.0,0.001538079,440.0,573.0,90833,104.0,0.0
2320,2320,-84.5621,38.0341,POINT (-84.5621 38.0341),24.06226686,1554.07317,34.60500375,15.282689499999998,1355,21,067,003000,4,2147483647,Block Group 4,G5030,S,811402,0,+38.0333839,-084.5587818,1248.0,0.001538079,440.0,573.0,90833,104.0,0.0
2361,2361,-84.5648,38.0341,POINT (-84.56480000000001 38.0341),264.44946150000004,1549.8024970000001,255.31432510000002,424.89140819999994,1355,21,067,003000,4,2147483647,Block Group 4,G5030,S,811402,0,+38.0333839,-084.5587818,1248.0,0.001538079,440.0,573.0,90833,104.0,0.0
2164,2164,-84.5511,38.0558,POINT (-84.55110000000001 38.0558),53.85291773,3696.484368,10.77058355,75.35442702,331,21,067,002002,1,2147483647,Block Group 1,G5030,S,419597,0,+38.0548017,-084.5526575,941.0,0.002242628,400.0,71.0,40114,21.0,34.0
2165,2165,-84.5511,38.0586,POINT (-84.55110000000001 38.0586),29.62171944,1202.301414,4.085754405,0.407763135,331,21,067,002002,1,2147483647,Block Group 1,G5030,S,419597,0,+38.0548017,-084.5526575,941.0,0.002242628,400.0,71.0,40114,21.0,34.0
2203,2203,-84.5539,38.0504,POINT (-84.5539 38.0504),41.34353329,5701.929183,1095.443334,412.1095075,331,21,067,002002,1,2147483647,Block Group 1,G5030,S,419597,0,+38.0548017,-084.5526575,941.0,0.002242628,400.0,71.0,40114,21.0,34.0
2205,2205,-84.5539,38.0558,POINT (-84.5539 38.0558),0.0,2580.6754379999998,0.0,0.0,331,21,067,002002,1,2147483647,Block Group 1,G5030,S,419597,0,+38.0548017,-084.5526575,941.0,0.002242628,400.0,71.0,40114,21.0,34.0
2172,2172,-84.5511,38.0776,POINT (-84.55110000000001 38.0776),1008.517853,2406.912014,0.761678748,52.05228869,498,21,067,003702,1,2147483647,Block Group 1,G5030,S,1213596,0,+38.0883089,-084.5617623,2005.0,0.001652115,913.0,575.0,65813,257.0,0.0
2176,2176,-84.5539,37.977,POINT (-84.5539 37.977),34.09282071,6003.2010119999995,182.5093746,172.3098784,476,21,067,004209,2,2147483647,Block Group 2,G5030,S,789135,0,+37.9769479,-084.5620682,2300.0,0.002914584,836.0,684.0,74914,170.0,9.0
2216,2216,-84.5566,37.9742,POINT (-84.5566 37.9742),25.40466183,4730.569605,0.0,0.0,476,21,067,004209,2,2147483647,Block Group 2,G5030,S,789135,0,+37.9769479,-084.5620682,2300.0,0.002914584,836.0,684.0,74914,170.0,9.0
2217,2217,-84.5566,37.977,POINT (-84.5566 37.977),10.81144696,5794.8567219999995,0.0,0.0,476,21,067,004209,2,2147483647,Block Group 2,G5030,S,789135,0,+37.9769479,-084.5620682,2300.0,0.002914584,836.0,684.0,74914,170.0,9.0
2257,2257,-84.5594,37.9742,POINT (-84.5594 37.9742),7.31301248,3858.5147009999996,0.0,0.0,476,21,067,004209,2,2147483647,Block Group 2,G5030,S,789135,0,+37.9769479,-084.5620682,2300.0,0.002914584,836.0,684.0,74914,170.0,9.0
2258,2258,-84.5594,37.977,POINT (-84.5594 37.977),0.064599001,5931.727078,0.0,0.0,476,21,067,004209,2,2147483647,Block Group 2,G5030,S,789135,0,+37.9769479,-084.5620682,2300.0,0.002914584,836.0,684.0,74914,170.0,9.0
2298,2298,-84.5621,37.9742,POINT (-84.5621 37.9742),0.0,3156.0214920000003,0.0,2.005804709,476,21,067,004209,2,2147483647,Block Group 2,G5030,S,789135,0,+37.9769479,-084.5620682,2300.0,0.002914584,836.0,684.0,74914,170.0,9.0
2299,2299,-84.5621,37.977,POINT (-84.5621 37.977),0.0,5771.389091,0.0,5.513917037000001,476,21,067,004209,2,2147483647,Block Group 2,G5030,S,789135,0,+37.9769479,-084.5620682,2300.0,0.002914584,836.0,684.0,74914,170.0,9.0
2340,2340,-84.5648,37.977,POINT (-84.56480000000001 37.977),0.0,4947.465377,0.0,10.76244798,476,21,067,004209,2,2147483647,Block Group 2,G5030,S,789135,0,+37.9769479,-084.5620682,2300.0,0.002914584,836.0,684.0,74914,170.0,9.0
2341,2341,-84.5648,37.9797,POINT (-84.56480000000001 37.9797),0.0,5875.8573,0.0,8.732715942999999,476,21,067,004209,2,2147483647,Block Group 2,G5030,S,789135,0,+37.9769479,-084.5620682,2300.0,0.002914584,836.0,684.0,74914,170.0,9.0
2381,2381,-84.5676,37.977,POINT (-84.5676 37.977),0.0,3565.185538,0.0,10.32967075,476,21,067,004209,2,2147483647,Block Group 2,G5030,S,789135,0,+37.9769479,-084.5620682,2300.0,0.002914584,836.0,684.0,74914,170.0,9.0
2382,2382,-84.5676,37.9797,POINT (-84.5676 37.9797),40.23340782,5529.180466,0.0,6.860928427999999,476,21,067,004209,2,2147483647,Block Group 2,G5030,S,789135,0,+37.9769479,-084.5620682,2300.0,0.002914584,836.0,684.0,74914,170.0,9.0
2383,2383,-84.5676,37.9824,POINT (-84.5676 37.9824),51.28587519,5396.44885,0.0,0.0,476,21,067,004209,2,2147483647,Block Group 2,G5030,S,789135,0,+37.9769479,-084.5620682,2300.0,0.002914584,836.0,684.0,74914,170.0,9.0
2177,2177,-84.5539,37.9797,POINT (-84.5539 37.9797),86.81747777,4588.377856,784.6654917999999,492.036757,1027,21,067,004209,1,2147483647,Block Group 1,G5030,S,886995,0,+37.9818434,-084.5592210,1879.0,0.002118388,809.0,403.0,66667,159.0,30.0
2178,2178,-84.5539,37.9824,POINT (-84.5539 37.9824),71.99633785,4083.958371,820.2275003999999,280.5729625,1027,21,067,004209,1,2147483647,Block Group 1,G5030,S,886995,0,+37.9818434,-084.5592210,1879.0,0.002118388,809.0,403.0,66667,159.0,30.0
2218,2218,-84.5566,37.9797,POINT (-84.5566 37.9797),21.83312553,5298.10114,323.1302579,106.23246809999999,1027,21,067,004209,1,2147483647,Block Group 1,G5030,S,886995,0,+37.9818434,-084.5592210,1879.0,0.002118388,809.0,403.0,66667,159.0,30.0
2219,2219,-84.5566,37.9824,POINT (-84.5566 37.9824),35.10620948,4395.373738,445.79920419999996,168.4513666,1027,21,067,004209,1,2147483647,Block Group 1,G5030,S,886995,0,+37.9818434,-084.5592210,1879.0,0.002118388,809.0,403.0,66667,159.0,30.0
2259,2259,-84.5594,37.9797,POINT (-84.5594 37.9797),0.0,5646.621732,0.0,37.86164155,1027,21,067,004209,1,2147483647,Block Group 1,G5030,S,886995,0,+37.9818434,-084.5592210,1879.0,0.002118388,809.0,403.0,66667,159.0,30.0
2260,2260,-84.5594,37.9824,POINT (-84.5594 37.9824),3.229037363,4995.704462,44.21584628,75.92740082,1027,21,067,004209,1,2147483647,Block Group 1,G5030,S,886995,0,+37.9818434,-084.5592210,1879.0,0.002118388,809.0,403.0,66667,159.0,30.0
2300,2300,-84.5621,37.9797,POINT (-84.5621 37.9797),0.0,6045.080228,0.0,1.291012326,1027,21,067,004209,1,2147483647,Block Group 1,G5030,S,886995,0,+37.9818434,-084.5592210,1879.0,0.002118388,809.0,403.0,66667,159.0,30.0
2301,2301,-84.5621,37.9824,POINT (-84.5621 37.9824),0.0,5507.0041759999995,0.0,41.19402963,1027,21,067,004209,1,2147483647,Block Group 1,G5030,S,886995,0,+37.9818434,-084.5592210,1879.0,0.002118388,809.0,403.0,66667,159.0,30.0
2302,2302,-84.5621,37.9851,POINT (-84.5621 37.9851),0.014601008,4327.201436,12.566244900000001,26.84178854,1027,21,067,004209,1,2147483647,Block Group 1,G5030,S,886995,0,+37.9818434,-084.5592210,1879.0,0.002118388,809.0,403.0,66667,159.0,30.0
2342,2342,-84.5648,37.9824,POINT (-84.56480000000001 37.9824),0.0,5662.089483,0.0,0.0,1027,21,067,004209,1,2147483647,Block Group 1,G5030,S,886995,0,+37.9818434,-084.5592210,1879.0,0.002118388,809.0,403.0,66667,159.0,30.0
2343,2343,-84.5648,37.9851,POINT (-84.56480000000001 37.9851),0.0,4838.346571,26.87637915,0.0,1027,21,067,004209,1,2147483647,Block Group 1,G5030,S,886995,0,+37.9818434,-084.5592210,1879.0,0.002118388,809.0,403.0,66667,159.0,30.0
2182,2182,-84.5539,37.9933,POINT (-84.5539 37.9933),10.20658389,2795.735348,0.0,33.43012835,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2185,2185,-84.5539,38.0014,POINT (-84.5539 38.0014),64.61815559,1808.50027,61.02825805,249.0360337,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2223,2223,-84.5566,37.9933,POINT (-84.5566 37.9933),10.48747596,2353.549223,0.0,7.975640112000001,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2224,2224,-84.5566,37.996,POINT (-84.5566 37.996),3.060691872,1868.9886010000002,0.0,22.16225789,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2225,2225,-84.5566,37.9987,POINT (-84.5566 37.9987),0.0,1709.881886,0.0,6.348806831,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2226,2226,-84.5566,38.0014,POINT (-84.5566 38.0014),0.0,1880.221202,0.0,2.549427201,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2263,2263,-84.5594,37.9906,POINT (-84.5594 37.9906),5.162535827,2431.7718879999998,0.0,0.0,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2264,2264,-84.5594,37.9933,POINT (-84.5594 37.9933),5.61406974,1959.3791010000002,0.0,0.0,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2265,2265,-84.5594,37.996,POINT (-84.5594 37.996),0.14746716699999998,1832.778533,0.0,0.0,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2266,2266,-84.5594,37.9987,POINT (-84.5594 37.9987),0.162297511,1666.990844,0.0,0.0,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2267,2267,-84.5594,38.0014,POINT (-84.5594 38.0014),0.0,2264.977285,0.0,0.10085938400000001,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2304,2304,-84.5621,37.9906,POINT (-84.5621 37.9906),1.3702933309999998,1986.9580640000001,0.0,0.0,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2305,2305,-84.5621,37.9933,POINT (-84.5621 37.9933),0.946404528,1906.5349800000001,0.0,0.0,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2306,2306,-84.5621,37.996,POINT (-84.5621 37.996),54.23444825,1674.1543689999999,0.0,1.9100165480000002,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2307,2307,-84.5621,37.9987,POINT (-84.5621 37.9987),49.31991629,1810.893504,0.0,1.671391501,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2344,2344,-84.5648,37.9878,POINT (-84.56480000000001 37.9878),0.0,3250.471638,42.65968074,0.0,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2345,2345,-84.5648,37.9906,POINT (-84.56480000000001 37.9906),0.0,2418.913686,39.52607426,0.0,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2346,2346,-84.5648,37.9933,POINT (-84.56480000000001 37.9933),19.28578533,2433.8525059999997,8.832652571,0.644704656,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2347,2347,-84.5648,37.996,POINT (-84.56480000000001 37.996),269.9229143,2084.816646,5.133847937,9.767478094,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2348,2348,-84.5648,37.9987,POINT (-84.56480000000001 37.9987),293.68032339999996,2329.7565050000003,0.0,10.62299826,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2386,2386,-84.5676,37.9906,POINT (-84.5676 37.9906),0.48231048600000004,2994.997765,42.2986615,0.0,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2387,2387,-84.5676,37.9933,POINT (-84.5676 37.9933),36.00148514,2895.191171,12.2798045,1.185634001,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2388,2388,-84.5676,37.996,POINT (-84.5676 37.996),297.6661863,2661.651576,10.76255974,10.76247014,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2389,2389,-84.5676,37.9987,POINT (-84.5676 37.9987),294.14938,3125.060882,0.37055701,14.63118445,1472,21,067,003600,2,2147483647,Block Group 2,G5030,S,1734096,8499,+37.9948590,-084.5622643,1774.0,0.001023011,643.0,902.0,104531,408.0,0.0
2187,2187,-84.5539,38.0069,POINT (-84.5539 38.0069),9.856931156,2569.8427079999997,0.8395493409999999,10.39045659,1511,21,067,003600,3,2147483647,Block Group 3,G5030,S,1069907,0,+38.0047135,-084.5616998,1761.0,0.001645937,848.0,787.0,82386,328.0,0.0
2227,2227,-84.5566,38.0042,POINT (-84.5566 38.0042),0.0,2646.588868,0.0,7.153954937000001,1511,21,067,003600,3,2147483647,Block Group 3,G5030,S,1069907,0,+38.0047135,-084.5616998,1761.0,0.001645937,848.0,787.0,82386,328.0,0.0
2228,2228,-84.5566,38.0069,POINT (-84.5566 38.0069),0.0,3350.682066,0.0,10.76223481,1511,21,067,003600,3,2147483647,Block Group 3,G5030,S,1069907,0,+38.0047135,-084.5616998,1761.0,0.001645937,848.0,787.0,82386,328.0,0.0
2268,2268,-84.5594,38.0042,POINT (-84.5594 38.0042),0.0,2917.117678,0.0,1.984368366,1511,21,067,003600,3,2147483647,Block Group 3,G5030,S,1069907,0,+38.0047135,-084.5616998,1761.0,0.001645937,848.0,787.0,82386,328.0,0.0
2269,2269,-84.5594,38.0069,POINT (-84.5594 38.0069),0.0,3391.6661710000003,0.0,0.19652568,1511,21,067,003600,3,2147483647,Block Group 3,G5030,S,1069907,0,+38.0047135,-084.5616998,1761.0,0.001645937,848.0,787.0,82386,328.0,0.0
2270,2270,-84.5594,38.0096,POINT (-84.5594 38.0096),293.67571969999995,3404.922404,91.86711583,47.20813861,1511,21,067,003600,3,2147483647,Block Group 3,G5030,S,1069907,0,+38.0047135,-084.5616998,1761.0,0.001645937,848.0,787.0,82386,328.0,0.0
2308,2308,-84.5621,38.0014,POINT (-84.5621 38.0014),1.64209341,2499.567742,0.0,0.0,1511,21,067,003600,3,2147483647,Block Group 3,G5030,S,1069907,0,+38.0047135,-084.5616998,1761.0,0.001645937,848.0,787.0,82386,328.0,0.0
2309,2309,-84.5621,38.0042,POINT (-84.5621 38.0042),0.5827673870000001,2735.621977,0.0,0.0,1511,21,067,003600,3,2147483647,Block Group 3,G5030,S,1069907,0,+38.0047135,-084.5616998,1761.0,0.001645937,848.0,787.0,82386,328.0,0.0
2310,2310,-84.5621,38.0069,POINT (-84.5621 38.0069),0.0,2898.765494,0.0,0.0,1511,21,067,003600,3,2147483647,Block Group 3,G5030,S,1069907,0,+38.0047135,-084.5616998,1761.0,0.001645937,848.0,787.0,82386,328.0,0.0
2349,2349,-84.5648,38.0014,POINT (-84.56480000000001 38.0014),8.574558071,3364.7659770000005,0.0,0.0,1511,21,067,003600,3,2147483647,Block Group 3,G5030,S,1069907,0,+38.0047135,-084.5616998,1761.0,0.001645937,848.0,787.0,82386,328.0,0.0
2350,2350,-84.5648,38.0042,POINT (-84.56480000000001 38.0042),155.2679857,3499.67456,1.1928461670000001,0.0,1511,21,067,003600,3,2147483647,Block Group 3,G5030,S,1069907,0,+38.0047135,-084.5616998,1761.0,0.001645937,848.0,787.0,82386,328.0,0.0
2351,2351,-84.5648,38.0069,POINT (-84.56480000000001 38.0069),196.3255321,3040.413581,0.0,0.0,1511,21,067,003600,3,2147483647,Block Group 3,G5030,S,1069907,0,+38.0047135,-084.5616998,1761.0,0.001645937,848.0,787.0,82386,328.0,0.0
2390,2390,-84.5676,38.0014,POINT (-84.5676 38.0014),110.45951640000001,3904.706432,294.01981800000004,55.51894133,1511,21,067,003600,3,2147483647,Block Group 3,G5030,S,1069907,0,+38.0047135,-084.5616998,1761.0,0.001645937,848.0,787.0,82386,328.0,0.0
2391,2391,-84.5676,38.0042,POINT (-84.5676 38.0042),452.9147772,3536.889117,1788.7735309999998,453.4511291,1511,21,067,003600,3,2147483647,Block Group 3,G5030,S,1069907,0,+38.0047135,-084.5616998,1761.0,0.001645937,848.0,787.0,82386,328.0,0.0
2431,2431,-84.5703,38.0014,POINT (-84.5703 38.0014),85.01446567,3417.758047,2201.242738,553.4408714,1511,21,067,003600,3,2147483647,Block Group 3,G5030,S,1069907,0,+38.0047135,-084.5616998,1761.0,0.001645937,848.0,787.0,82386,328.0,0.0
