No,EDHLTH_WAC_SCALED,EMP_RAC_SCALED,LEISER_WAC_SCALED,RETAIL_WAC_SCALED
258,9.259763778,2763.296787,97.41414245,85.65896969
259,22.10765246,5348.856789,263.173735,204.4957853
260,60.36885146,5491.749383,1404.590814,234.0205634
261,243.6947356,3468.821852,2912.243421,193.0282427
262,527.5940865,2735.927377,1254.753081,92.12062766
263,1590.139861,2273.157077,73.16132879,22.15664137
264,1587.312068,1264.474276,951.4463449,149.9638784
265,637.7040662,696.6206952,2571.711114,481.4950882
266,85.01753284,3035.224795,2869.416641,2537.924044
267,219.3931978,4589.664828,1821.282828,3090.5643
268,315.605378,4011.679275,678.4859511,1712.695806
269,455.9286535,1509.965074,197.6374611,428.6689396
270,455.6153148,894.2969477,170.418858,749.0973197
271,495.4006159,513.2847631,586.3156651,2655.982234
272,510.4029435,95.27233883,1874.060052,3386.6276
273,462.1981788,27.87228124,3164.345585,1874.453528
274,410.9012566,797.3702687,3082.152947,471.8636027
275,201.6555167,1279.849882,863.7833428,168.6763145
276,10.70579629,618.3678051,35.37567469,8.378449268
277,0,0.576335426,0,0
278,0,15.52543283,0,0
279,0,35.16702471,0,0
280,0,41.45795448,0,0
281,0,41.45647136,0,0
282,0,41.45498833,0,0
283,0,41.45350539,0,0
284,0,158.5293944,0,4.113676828
285,0,344.156023,0,10.63941925
286,0,303.7565652,0,9.301405686
287,0.326710004,41.12633281,0,0
288,0,35.84177829,0,0
289,0,33.79820659,0,0
290,29.79728768,86.33993971,0.754361713,0.754361713
291,95.51235953,230.0622209,2.418034419,2.418034419
292,138.8980448,513.9252374,3.179819502,3.179819502
293,89.29994567,797.1726218,1.911310515,1.911310515
294,29.74577619,533.8837653,0.748788646,0.748788646
295,0,340.4518282,0,0
296,0,309.5859262,0,0
297,0,339.888117,0,0
298,0,339.8759506,0,0
299,82.16363974,2757.272806,6.410438968,104.9424539
300,39.63190514,6630.523144,34.11001505,326.0419007
301,179.6534088,5774.915964,711.7535124,374.4575408
302,168.8283435,2266.974556,786.9995892,266.9818634
303,155.3178995,1036.970152,49.99939723,161.9817702
304,308.798319,2024.273333,5.826897689,99.30485737
305,605.1153452,2342.899271,189.9939301,0.012254295
306,286.4364215,2806.404806,695.2814427,33.47903696
307,62.39211852,4096.031668,987.0322642,432.0173112
308,131.8417846,6089.681477,582.4927775,1043.107899
309,295.0219707,3853.047381,363.0210807,922.2697727
310,289.8368924,1869.66933,20.6223587,52.39193832
311,256.6455069,1258.348965,0.51544132,11.4010134
312,247.0702365,704.4825464,716.7459686,841.3904872
313,234.5973189,230.3035289,992.6443664,1179.232652
314,212.493433,154.4603952,1584.205448,977.159972
315,136.7570563,1379.222801,694.3494222,175.1131153
316,14.39779813,1777.949527,127.7706298,2.20523834
317,0,1316.778488,0,0
318,0,189.1617965,0,0
319,0,26.92767616,0,0
320,0,36.9136851,0,0
321,0,41.45795448,0,0
322,0,41.45647136,0,0
323,0,41.45498833,0,0
324,0,56.10918187,0,0.514947403
325,0,226.3514253,0,6.4966974
326,0,369.7164876,0,11.55436215
327,0,254.5128596,0,7.595232118
328,0,35.91257057,0,0
329,0,33.79941672,0,0
330,0,33.79820659,0,0
331,26.13346044,97.10892524,0.661606593,0.661606593
332,92.99540326,316.9317612,1.989008078,1.989008078
333,157.4042295,684.3057411,3.167844792,3.167844792
334,135.6820058,745.1452855,2.771621369,2.771621369
335,66.90502618,519.848531,1.519312671,1.519312671
336,13.72279743,422.0811244,0.347412593,0.347412593
337,0,533.6490898,0,0
338,0,510.5576735,0,0
339,388.0954149,471.316763,0.374089897,6.920663088
340,778.5288742,2651.927131,4.453704022,82.39352441
341,1611.186542,6406.514561,47.32315838,254.7544489
342,1233.716303,5694.949325,318.3843083,394.5086542
343,421.185968,1766.756496,305.6277794,429.3018493
344,17.61406961,555.1109841,13.3633287,290.7560174
345,97.40997876,2168.277319,0,164.1647185
346,220.961031,3029.422621,8.828119202,0
347,237.7453787,2861.227347,97.96662302,0
348,139.6270321,4028.699774,52.25320121,0
349,152.2324481,4404.187096,0,0
350,295.4309124,3092.487985,0,0
351,409.9058037,1233.681413,0,11.29882818
352,389.2214495,918.8778854,0,55.19282652
353,409.1311271,527.2694714,123.2289407,221.9278699
354,339.8695856,240.5947608,739.3264446,610.4030842
355,193.6214058,329.8200515,732.3822362,218.4347684
356,67.96886733,814.4054818,186.6349776,14.44655128
357,28.12962723,1735.879477,20.9711758,0
358,0,1558.906736,0,0
359,0,1024.677784,0,0
360,0,467.8375729,0,0
361,0,96.16262044,0,0
362,0,46.8844877,0,0
363,0,41.45647136,0,0
364,0,41.45498833,0,0
365,0,107.1017809,0,2.306642684
366,0,297.8439511,0,9.008685876
367,0,396.0508609,0,12.49077318
368,0,217.813394,0,6.323685683
369,0,33.80062692,0,0
370,0,33.79941672,0,0
371,1.435938099,36.34421765,0.036352863,0.036352863
372,52.80549996,141.9564129,1.3368481,1.3368481
373,122.4187528,351.3494801,2.719557957,2.719557957
374,157.6019204,648.6258218,3.24886367,3.24886367
375,165.1140845,622.3233171,3.366432458,3.366432458
376,92.05031207,361.1876264,2.311593049,2.311593049
377,51.5529405,574.6012299,1.305137734,1.305137734
378,19.69082078,1069.459095,0.498501792,0.498501792
379,200.0442572,1029.10115,0,0
380,1465.306607,515.9673025,0,0
381,2515.850907,1774.81558,2.401010174,44.41868821
382,3615.934949,4687.208266,78.66814694,134.5986012
383,2631.001114,4728.140815,430.3897717,395.8946882
384,866.4339985,1573.41505,396.206868,504.4127796
385,21.39984269,585.8739708,32.44492278,414.525442
386,38.59982147,2076.303333,0,206.3371939
387,216.7552674,2780.029075,0,12.70944332
388,305.7367728,2077.294934,0,0
389,295.9124232,2331.564822,0,0
390,282.7642992,2645.40449,0,0
391,360.6107184,2031.137908,0,0
392,424.1890004,1064.659666,0,36.38807742
393,437.528375,630.4026041,0,97.57888451
394,448.7349139,265.4940304,0,148.996788
395,394.77296,251.0056095,7.103112189,133.104862
396,232.6340184,402.6239481,30.68220425,61.64422711
397,82.82917456,713.461597,42.47411367,1.953224653
398,37.0909811,1195.448979,20.4000396,0
399,0.945521529,2186.404492,13.32644111,0
400,0,2302.646567,24.3263487,0
401,0,1879.834029,13.04412634,0
402,0,933.6480472,0,0
403,0,159.7565189,0,0
404,0,44.72558224,0,0
405,0,41.45498833,0,0
406,0,175.6974023,0,4.716844424
407,0,371.5679364,0,11.59907976
408,0,406.5525244,0,12.8629897
409,0,206.4371912,0,5.929528172
410,0,33.80062692,0,0
411,0,33.79941672,0,0
412,7.929134577,47.8570748,0.200737584,0.200737584
413,81.80481716,178.8421814,2.071008029,2.071008029
414,166.5657793,356.4248635,4.135812049,4.135812049
415,196.0392155,424.6370131,4.730372187,4.730372187
416,145.9257044,328.1809169,3.655509989,3.655509989
417,113.0059026,393.2400496,2.860908926,2.860908926
418,56.02952407,2940.777238,1.418468964,1.418468964
419,35.96623396,3681.615011,0.910537569,0.910537569
420,1205.465232,1836.874119,0.012017645,10.54153149
421,2790.449542,507.7433826,0,0
422,3886.066052,216.3171642,0.032164143,0.59503665
423,4121.281015,2407.803959,180.8237738,87.53529335
424,3087.411848,3759.950994,695.6532876,384.9065762
425,877.0829295,2403.677045,628.5202477,695.8124806
426,65.22939971,861.4337314,82.772758,651.823858
427,238.4078432,1919.296465,0.929623957,282.8089845
428,552.1431163,3130.921272,0,50.75026443
429,690.2190854,2496.634994,0,0
430,353.9830352,1726.837766,0,0
431,341.4282905,2280.646518,0,0
432,346.1707526,2273.662143,0,7.508727408
433,420.3373377,1021.625363,0,68.10855541
434,444.8117574,393.5857945,0,130.9521852
435,450.487436,208.5113275,0,157.0270491
436,380.9451935,263.2211812,9.039643683,127.0575894
437,215.7541152,398.6504913,31.08161465,55.50724231
438,84.94623813,638.0190164,46.72043097,0
439,47.54703755,1239.182373,32.68754554,0
440,8.266017421,2681.054768,44.86819217,0
441,257.6903004,3385.423581,50.31260639,1.534642898
442,220.0036618,3787.49262,25.60486391,83.01915446
443,2.842197337,2805.534146,1.23249922,60.83786633
444,0.533981408,1193.30291,0,1.247048262
445,0,102.2533196,0,0
446,0,76.92987064,0,1.138258311
447,0,246.6335876,0,7.20928511
448,0,432.8162441,0,13.7511235
449,0,408.3759034,0,12.9261653
450,0,207.9857506,0,5.983181953
451,0,33.80062692,0,0
452,0,33.79941672,0,0
453,6.54014956,45.39431458,0.165573407,0.165573407
454,93.5372415,199.2566996,2.36803143,2.36803143
455,175.7612855,344.112435,4.449652797,4.449652797
456,172.9426375,334.9395385,4.378294621,4.378294621
457,108.6135939,210.3529097,2.749711237,2.749711237
458,77.54157573,1406.831158,1.963077867,1.963077867
459,69.55542218,5065.105014,1.760896764,1.760896764
460,298.2024365,5621.328028,0.5158189,876.8698873
461,1802.983273,2343.822699,0,1411.730298
462,11619.30081,191.2332344,34.0355585,458.5070242
463,7913.009365,0,28.80442936,190.1126009
464,4434.888594,1544.022096,583.9015884,842.6016777
465,2583.85801,3965.312379,1143.469584,715.9985182
466,1041.865886,3886.072556,910.0534601,914.9661002
467,153.5187802,1780.618938,169.5530928,978.4847592
468,271.8767845,2092.966389,21.35796943,559.289218
469,493.3370274,3218.760651,0,115.0592444
470,584.8891925,3462.512025,0,0
471,205.1081393,2782.402346,0,0
472,189.1316223,3909.265802,0,0
473,195.5926898,3968.925283,0,21.58474848
474,335.3509147,1921.424026,0,84.47116108
475,449.5090438,240.3527363,0,152.5760386
476,450.487436,208.5113275,0,157.0270491
477,370.4494603,236.8106015,6.797618952,124.8199962
478,203.9108413,433.2418538,28.35469838,53.10724284
479,81.10078653,649.4367224,44.60543259,0
480,52.6648917,1356.495536,37.58852749,0
481,148.8754381,2617.955646,40.48215084,0
482,495.0824975,4308.784277,44.23214747,54.44257071
483,457.1480819,5376.999002,17.98305463,137.0697572
484,28.46439831,5236.671775,0,133.9629377
485,4.633640252,2885.100417,0,19.2898463
486,0.040786815,782.3760807,0,0
487,0,178.8642634,0,2.929512887
488,0,343.7337961,0,9.638625452
489,0,474.3413438,0,15.21016514
490,0,411.1081793,0,13.02083196
491,0,211.6049336,0,6.108577765
492,0,33.80062692,0,0
493,0,33.79941672,0,0
494,31.07617542,88.89827472,0.786738618,0.786738618
495,109.0875046,225.5903431,2.761708977,2.761708977
496,147.5094142,288.0782581,3.734415548,3.734415548
497,100.0631473,223.3109641,2.533244235,2.533244235
498,53.22818794,228.9889705,1.347549062,1.347549062
499,32.69861283,1063.336465,0.827812983,0.950691899
500,33.58325392,4386.382324,0.843472702,61.33782439
501,132.133358,5593.846225,0.189296732,2071.644847
502,9360.573018,3619.151216,74.49889871,2669.215183
503,13712.62404,1327.972381,309.9360548,1841.391871
504,16089.74581,56.81684124,699.1549225,2318.969544
505,6773.529743,1941.396503,1268.954959,3487.593964
506,3183.610202,4632.327187,1696.160922,2234.78063
507,1201.442427,5055.535903,1030.178606,929.2392969
508,211.0317833,3607.838589,225.0470904,982.0788619
509,11.89808443,2725.429945,37.26601817,793.3673496
510,107.4319121,2758.039237,12.35574882,528.3840776
511,58.24421605,3461.209553,0,132.8966218
512,99.05599291,3419.10773,0,0
513,63.87556869,4647.576595,0,0
514,77.45141285,5317.449155,0,22.58913027
515,283.5397174,2623.034,0,96.61735995
516,430.3937622,436.1915056,0,150.0229685
517,450.487436,208.5113275,0,157.0270491
518,381.3084472,241.7299696,6.260192484,128.9457315
519,212.0471601,458.9477573,25.53928889,57.72764257
520,67.61414337,879.688991,36.72932362,0.290553446
521,42.94391519,1333.601219,24.50146653,0
522,168.6499128,2619.476446,16.23624203,0
523,421.7978873,4643.170967,10.56463226,25.21705076
524,430.727345,5722.220946,0.80036119,123.7994338
525,17.18891518,5618.997877,0,112.6490537
526,7.599769999,4071.548519,0,0.542455482
527,0,1958.774172,0,0
528,0.256970631,1273.307078,0,3.209738453
529,0.130982129,1256.638272,0,9.680902184
530,0,477.4038735,0,15.31777134
531,0,418.9471046,0,13.29243149
532,0,224.9715405,0,6.571697897
533,0,35.87515704,0,0
534,22.09621513,81.78371496,0.559397851,0.559397851
535,89.71537035,196.9213258,2.271275199,2.271275199
536,135.6823373,269.6667787,3.434995882,3.434995882
537,103.0966053,202.6536824,2.610040641,2.610040641
538,35.81507659,232.5342762,0.906215502,0.906215502
539,1.46017322,370.0512707,0.036966411,0.036966411
540,10.75331316,837.9086323,0.272235776,6.330939203
541,18.38834681,3435.593784,0.250509656,91.62613357
542,18.53221978,5726.693549,0,1460.731049
543,5158.937278,5018.802777,413.6046907,2679.800808
544,11851.44469,3097.150119,927.9116733,2353.657149
545,12038.44537,763.0481531,1745.032369,4981.178429
546,6618.534928,2547.919253,2336.004017,5393.665047
547,3253.675325,5452.282641,1948.615127,3186.38314
548,1088.863713,6403.165728,949.0594374,913.9694547
549,210.8484326,6190.637535,214.3334745,700.5579179
550,7.080721989,4000.721313,35.63938292,823.7240385
551,22.50914567,2610.508076,24.45262153,936.4135784
552,47.48956021,2342.543586,5.15005464,700.0951836
553,64.33662801,3219.376108,0,31.61804565
554,43.24346188,4598.535862,0,0
555,64.94175826,5978.467902,0,17.13165468
556,200.0077637,4594.415622,0,69.71699193
557,382.9840524,1024.108588,0,160.1635931
558,678.4485938,200.5438175,0,188.5509869
559,595.519657,233.3111275,5.910168728,203.6831963
560,844.1684376,706.2364961,20.20285711,102.2805605
561,58.18537797,1159.930502,26.41095072,3.543391553
562,22.5853787,1696.071828,14.78458363,4.940034809
563,7.978843661,3261.62064,6.318004702,11.19964339
564,148.021339,4770.827198,0,3.955596465
565,77.868562,5218.125589,0,7.611541603
566,23.1579097,4593.000948,0,4.268500251
567,1.742350129,4190.529856,0,0
568,0.251592708,2827.58382,0,0
569,1.005165827,2772.664662,0,1.585411853
570,1.436698373,2544.464091,0,6.5286679
571,0.96695695,1699.819647,0,11.37303905
572,0.621566467,633.1112254,0,12.99726432
573,0,253.9085086,0,7.574292837
574,0.412221244,296.9735843,0,0
575,37.98159021,222.7732056,0.957776433,0.957776433
576,116.9703047,263.8048929,2.961273537,2.961273537
577,142.032156,301.2062795,3.594661766,3.594661766
578,53.13934757,341.0598108,1.335675235,1.335675235
579,0.878972324,555.9693721,0.006650862,0.006650862
580,0.286487114,641.2590827,0,0
581,0,1647.761145,0,10.30627607
582,9.025981955,4308.288061,0,20.17985826
583,21.14372515,6548.445066,28.19170316,290.5038721
584,17.49750014,5961.255213,562.6636018,1241.046042
585,479.1534616,3755.886545,965.2789794,2699.32165
586,2334.364584,2359.561611,2824.077752,4845.720466
587,3022.618749,3568.758335,5156.508564,5227.74293
588,1895.842299,5562.246277,4546.511203,2789.667608
589,741.7291158,6812.880224,736.0194068,1481.944452
590,64.52279698,7380.823426,122.1180221,819.0949194
591,10.06901143,6116.416803,22.58816748,398.1580713
592,8.957272272,3093.751819,35.89779334,1219.975872
593,29.79185793,2190.261977,23.83873598,1158.912299
594,53.04201963,2492.956987,0.686491003,557.0122367
595,56.67503524,4029.683512,0,0
596,38.31058033,5998.981891,0,210.1456491
597,101.3637968,5330.783215,0,526.3966311
598,496.2683093,2290.046147,38.78124056,1311.218566
599,622.7215068,409.4641384,165.1177277,1996.608897
600,1623.74769,145.5814312,164.0515826,1447.225171
601,1421.984394,1056.846694,13.55037701,480.5752089
602,1022.139153,2189.67645,12.5914598,53.06972763
603,6.095589941,2675.560174,27.91608907,62.51951068
604,0,4145.093999,22.40083958,46.83811911
605,16.55009444,4786.306732,8.345551791,18.05473852
606,23.61323424,4260.396652,0,1.262525113
607,0.304771164,3496.994205,0,0.042732943
608,0,3535.16449,0,52.864459
609,0.070698207,3243.726126,0,92.67250853
610,1.4091887,3603.513038,0,9.41688509
611,3.112064613,3707.654419,0,1.789831064
612,4.543352701,2841.66955,0,5.036377472
613,3.913929274,1688.933749,0,8.538539396
614,7.507505067,926.2211379,12.4155365,7.267939349
615,1.750284925,1097.618635,0,0
616,29.25734648,830.9832074,0.710682791,0.710682791
617,102.8031516,585.9486946,2.588007425,2.588007425
618,96.50982855,600.9272548,2.426257728,2.426257728
619,25.65109623,1030.618662,0.615176024,0.615176024
620,1.325337462,1209.191625,0,0
621,1.115824521,1337.876072,0,0
622,0.288770356,2556.358524,0,3.740077014
623,0.75997258,4845.529188,0,9.604806788
624,6.540091248,6166.90247,3.326920439,8.049392473
625,6.483249586,5191.605384,288.4769949,1093.413346
626,0.896429804,3967.30361,497.2533732,2984.515219
627,215.0507078,3882.475361,2600.486101,4071.329918
628,731.813954,4227.520572,6961.871666,4205.740428
629,675.4708768,4338.287295,6318.672361,3941.566168
630,263.5355143,5654.512401,2651.419341,3031.646674
631,52.09234246,6767.432399,559.031993,1102.542448
632,14.6619365,6945.051536,24.44847618,243.5783603
633,8.390662904,5308.577421,104.4132596,927.3493782
634,18.01983912,2818.304042,339.2997444,1632.858034
635,38.42077379,2052.997215,144.8302389,1183.084894
636,50.95998929,2933.81532,0,505.5055887
