No,EDHLTH_RAC_SCALED,EDHLTH_WAC_SCALED,EMP_RAC_SCALED,EMP_WAC_SCALED,LEISER_RAC_SCALED,LEISER_WAC_SCALED,OTHER_RAC_SCALED,OTHER_WAC_SCALED,RETAIL_RAC_SCALED,RETAIL_WAC_SCALED
2148,540.9582507,1832.442147,1411.81642,12813.59732,152.6117394,171.9410106,562.0264748,10665.49844,156.2199551,143.7157278
2149,530.1256524,1376.497842,1369.026089,9779.72248,139.7639157,257.8637271,542.16872,7897.928302,156.9678007,247.4326091
2150,525.3061549,2350.881196,1524.898713,10303.33859,158.4309072,613.8058983,667.6112257,6990.192917,173.5504251,348.4585751
2151,763.8492667,2915.880965,2481.773924,11568.52467,275.692503,172.1565078,1133.042882,8126.009533,309.1892726,354.4776666
2152,1004.316171,1454.457602,3547.113002,5545.475742,434.5986244,35.94965548,1638.810032,3968.371322,469.3881746,86.69716253
2153,1115.583618,11.1202533,4042.174474,88.21334615,577.9847712,0,1823.573327,77.0922348,525.0327577,0.000858042
2154,1043.845811,461.3736142,3614.53301,529.7296183,503.8370529,0,1647.878839,68.35600409,418.9713074,0
2155,836.4214608,744.950407,2887.179697,1045.412591,345.8170084,0,1364.939576,105.2403508,340.0016511,195.2218329
2156,733.4257653,714.2916547,2467.38572,3272.335814,219.4463074,402.4935691,1248.903892,251.6480046,265.6097553,1903.902586
2157,685.0337138,1802.198376,2387.738122,6054.805174,250.2625301,635.3975797,1207.712595,623.1656581,244.7292823,2994.04356
2158,971.6872456,2153.604003,3273.910169,5856.891736,413.4176427,573.1774611,1577.673496,732.2009919,311.1317846,2397.90928
2159,1300.271619,963.1026092,4044.436683,2022.352536,539.8194951,114.9990671,1792.365609,508.5054211,411.9799607,435.7454386
2160,1399.299222,88.20547974,4489.318134,2142.889551,641.8515248,1031.816468,1984.752357,630.7711164,463.4150306,392.0964872
2161,1420.66116,319.2245447,5771.3793,3145.374356,885.3240922,1422.494655,2863.953404,802.9759457,601.4406439,600.6792107
2162,1330.041649,563.7969407,6418.001849,2936.534726,978.5364947,1049.055136,3452.524664,768.5626013,656.8990415,555.1200473
2163,1283.835668,362.8185115,5870.554813,761.4262878,878.3337983,72.5637023,3053.69227,156.118919,654.6930764,169.925155
2164,895.2761924,53.85291773,3696.484368,194.2438969,545.7320194,10.77058355,1819.978961,54.26596861,435.4971947,75.35442702
2165,275.4420906,29.62171944,1202.301414,587.8310938,163.0227264,4.085754405,602.675531,553.7158568,161.1610659,0.407763135
2166,65.03569288,99.35563984,293.3350827,4878.090322,32.13217402,13.70422619,153.8287244,4724.432102,42.3384914,40.59835413
2167,1.271424248,36.49332658,2.542848496,5591.331264,0,5.014384191,1.271424248,5492.299551,0,57.52400282
2168,0,0,0,3498.770079,0,0,0,3438.733317,0,60.03676153
2169,0,0,0,2832.19454,0,0,0,2750.65343,0,81.54110959
2170,38.63985105,9.964036224,115.563503,2594.416613,14.85371534,0.221562701,48.94903044,2518.771063,13.12090612,65.45995052
2171,366.1472821,19.75632972,1232.75726,2098.355579,175.9447208,0.89570013,575.4856816,2035.695188,115.1795752,42.00836084
2172,685.3889383,1008.517853,2406.912014,4166.573053,324.6914161,0.761678748,1154.147427,3105.241232,242.684233,52.05228869
2173,423.3120832,23.28746634,1250.011086,29.44897815,99.00655332,0,572.4772047,6.16151181,155.215245,0
2174,1272.74673,49.07429327,3792.065297,111.8073303,304.0163422,0,1740.418163,62.73303699,474.8840622,0
2175,2007.667458,42.51898385,6099.344633,336.8605102,497.2250805,0,2863.726851,294.3415264,730.7252444,0
2176,1929.444171,34.09282071,6003.201012,726.8157406,552.5811042,182.5093746,2871.658024,337.9036669,649.5177132,172.3098784
2177,1427.227329,86.81747777,4588.377856,1651.061105,519.6984562,784.6654918,2192.518196,287.5413785,448.9338744,492.036757
2178,1388.019399,71.99633785,4083.958371,1304.69718,505.9619429,820.2275004,1829.998854,131.9003788,359.9781749,280.5729625
2179,1390.939255,35.20095098,3882.91783,580.4270663,445.2617015,381.9399185,1641.320123,65.22054209,405.3967509,98.06565475
2180,1517.457758,6.55217602,4324.04351,42.33495002,453.6459947,0,1861.634652,35.782774,491.3051057,0
2181,1423.587748,10.20904859,4067.996491,80.97100262,411.0233202,0,1762.795852,70.76195402,470.5895708,0
2182,992.3160648,10.20658389,2795.735348,343.8955819,333.0333129,0,1176.186719,300.2588696,294.1992511,33.43012835
2183,648.4673813,4.131425994,1871.633162,582.5675913,267.0337467,0,781.4902649,520.6909085,174.641769,57.74525675
2184,555.7720224,14.83405321,1612.654513,669.8798355,210.5845315,14.00993914,696.8739743,526.4901654,149.4239854,114.5456777
2185,652.314644,64.61815559,1808.50027,1033.46832,174.9367315,61.02825805,788.6278431,658.7858728,192.6210514,249.0360337
2186,806.3307475,31.32826594,2195.758062,486.2261393,184.5756896,29.58780672,978.257484,296.8514427,226.5941412,128.4586239
2187,1038.235175,9.856931156,2569.842708,151.2912449,239.941521,0.839549341,1064.658242,130.2043079,227.0077704,10.39045659
2188,857.5187757,1509.689591,2021.099661,10093.06877,203.9422605,121.3537408,798.8018501,8366.43008,160.8367748,95.59535298
2189,516.6153737,2650.685574,1233.163818,15743.556,133.9461795,1036.149272,481.4095687,11740.75223,101.1926964,315.9689247
2190,273.6743073,2219.478018,744.2029435,13616.35259,84.46035367,3445.514982,330.5346507,7537.099729,55.53363174,414.2598652
